filename,width,height,class,xmin,ymin,xmax,ymax
DSC_0121_jpg.rf.f2e04725622e237b6c85df763d1d83d1.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,0,108,512,355
DSC_0325_JPG.rf.f3f584d859e01e63f3563baa6468f05e.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,215,218,333,432
DSC_0377_JPG.rf.f49d9ec5824ffcf5a0977039a4520b49.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,175,9,313,511
IMG_20190419_113359_jpg.rf.f654fba22b34027010abe4d63169d836.jpg,512,512,Health,0,96,512,470
DSC_0366_jpg.rf.f7e777ef8ffb4a1a57cdef0b5de8d929.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,106,1,369,481
IMG_20190419_100522_jpg.rf.f51b3652077ac5b20e23effe9299681c.jpg,512,512,Health,0,122,512,512
DSC_0392_JPG.rf.f6738826cfd503b54569a3a3931533a8.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,1,106,384,370
DSC_0501_jpg.rf.f676f826b81d82cbbe448aa8e6eb2855.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,0,462,512
DSC_0305_JPG.rf.f83c5b4aae0df5cfb21c202f5906d7e8.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,164,3,471,512
DSC_0100_jpg.rf.f5e7fb8bc7784a44425aab0528074eb6.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,0,184,512,512
IMG_20190419_134553_jpg.rf.fa2c2c0754cb7004f20110c905e29398.jpg,512,512,Health,0,78,512,447
DSC_0386_JPG.rf.fa754efc896ad36d6fe7737b51cae162.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,80,226,473,404
DSC_0292_JPG.rf.f9a0bc1a25739bb308435d4da0ea8466.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,198,74,396,282
DSC_0330_jpg.rf.fa19b923778ceb0dce9f1691a1c785cc.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,101,0,366,512
Image_36_jpg.rf.f8e8354147d05b129bef09204279c821.jpg,512,512,None,132,7,382,499
Image_8_jpg.rf.fb5471311f609b0af4442cdba3d4d8a8.jpg,512,512,None,34,120,454,318
DSC_0301_JPG.rf.fd67985fa322fd5b1760ee4b8e2bfe8b.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,204,36,410,512
Image_31_jpg.rf.fcf36be080476e26aa80afcd1e320f87.jpg,512,512,None,65,144,381,320
DSC_0324_JPG.rf.fc020587b9cd49e85b97e5e442cfc75f.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,28,213,77,303
DSC_0324_JPG.rf.fc020587b9cd49e85b97e5e442cfc75f.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,166,238,214,326
DSC_0324_JPG.rf.fc020587b9cd49e85b97e5e442cfc75f.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,254,257,366,360
DSC_0324_JPG.rf.fc020587b9cd49e85b97e5e442cfc75f.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,406,288,510,400
DSC_0301_JPG.rf.fecd9b0a72b1cf61e23d5a3f0e61ccc0.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,103,36,309,512
IMG_20190419_114407_jpg.rf.fdd0d66f86b52ff1cd702b1539390425.jpg,512,512,Health,0,0,512,512
DSC_0318_JPG.rf.ff5976984d13abbb016eb12d9c8e457f.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,208,509,406
IMG_20190419_112935_jpg.rf.fef9cc88b62beb78e649a2d2e99d0d91.jpg,512,512,Health,0,137,512,437
IMG_20190419_114407_jpg.rf.fcb37a747f699772c5191372e9517c12.jpg,512,512,Health,0,0,512,512
DSC_0318_JPG.rf.fd739ed0f050427ea32049e1b2e2411c.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,208,0,406,509
Image_36_jpg.rf.ff65e33ac5e2c5744bf6b5abcab4d1c6.jpg,512,512,None,23,73,492,497
Image_6_jpg.rf.fc6956cdb3f3ad44bd49ba2cf83aaa34.jpg,512,512,None,19,100,496,416
IMG_20190419_112935_jpg.rf.f9cad214b820e45ee9e0f9611b126581.jpg,512,512,Health,0,136,512,437
DSC_0320_JPG.rf.fc9b4ba626d77a5913288dd6a342c3ac.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,73,504,391
IMG_20190419_115237_jpg.rf.fbb34b70a89d733b7c64bbe1fbbb5291.jpg,512,512,Health,0,0,474,512
Image_32_jpg.rf.fda3ee42bcdcb930026ec5b8fc82ba43.jpg,512,512,None,9,105,495,395
DSC_0323_JPG.rf.ffe379d7af227e508a449d0e593d557a.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,40,93,349,455
Image_7_jpg.rf.ffcfa7a8164638f1b44882e7b862a8ce.jpg,512,512,None,76,126,493,505
Image_7_jpeg_jpg.rf.fb695174588b71c75cb5dff83eb261a1.jpg,512,512,None,0,131,483,378
IMG_20190419_114420_jpg.rf.faf12ce5d37d33ac9f4845f39838d4e7.jpg,512,512,Health,0,95,512,465
IMG_20190419_113759_jpg.rf.faedf56a7179e361933b198f6b7c3658.jpg,512,512,Health,0,0,512,512
DSC_0107_jpg.rf.00b70cd7a83ad86ecfe58725dd3def80.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,190,0,512,512
IMG_20190419_145405_jpg.rf.000357adb8256aedf410a6c46ecfc6dc.jpg,512,512,Health,30,0,452,512
DSC_0110_jpg.rf.0093fb357d040fa847da4ff8cca12eb8.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,0,46,483,512
DSC_0399_JPG.rf.00da414acfdc8b29dccd7579100a89a1.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,0,99,410,326
DSC_0385_jpg.rf.010d0d082b8458f96a2ab876cdb3e3f6.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,116,85,268,331
IMG_20190419_145011_jpg.rf.018d22cb4265ced43797384bf3448e58.jpg,512,512,Health,103,0,371,512
DSC_0510_jpg.rf.037d31b2bb559de3206030f2353d789c.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,0,512,512
Image_5_png_jpg.rf.01c8c677d30affbf60b70932618329f7.jpg,512,512,None,22,54,480,447
DSC_0370_jpg.rf.027039efa487a5a47aa587dd929cffe4.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,162,186,365,328
DSC_0373_JPG.rf.05fc3eef7407ffbc3ade57dc89439c6d.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,384,166,511,252
DSC_0373_JPG.rf.05fc3eef7407ffbc3ade57dc89439c6d.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,16,245,196,317
Image_3_jpg.rf.04a4c8ea3c8dda16af35d08798a22a94.jpg,512,512,None,85,13,475,501
Image_8_jpg.rf.0582799001a517701b43aadba99de9fc.jpg,512,512,None,117,8,401,495
DSC_0301_JPG.rf.038c40234468cb00d003ef6bdaf2191f.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,103,0,309,476
IMG_20190419_100522_jpg.rf.0151d6a15ef9639d14dfc65d29cb9410.jpg,512,512,Health,122,0,512,512
Image_3_jpg.rf.019ca4f487deff233cfc1bba967bc4ce.jpg,512,512,None,13,38,501,428
DSC_0700_jpg.rf.01f4df14fbd445856147df6ecf6ec587.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,137,0,395,512
IMG_20190419_113415_jpg.rf.0528c2b68853280128f1da5f16b948c3.jpg,512,512,Health,0,0,512,512
DSC_0395_JPG.rf.02d029e60ce3d6ecdba1ad41800b9359.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,198,3,332,460
DSC_0315_jpg.rf.011bcf11aedd92f94400e6b65177604e.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,121,512,330
DSC_0317_JPG.rf.01d8a802d2da47db197d20e63d7ac6f4.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,135,0,381,512
Image_3_jpg.rf.0444ebf077997a01d93979b6e2788cfb.jpg,512,512,None,64,9,449,504
DSC_0511_jpg.rf.03a4c68e0e707e148baaa3115cbb8884.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,4,512,512
DSC_0403_JPG.rf.04e94733575ce6a7165640ea7663b30c.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,42,0,389,512
IMG_20190419_145418_jpg.rf.04b88a318ddeac1bfede783f6d57695c.jpg,512,512,Health,194,0,334,512
DSC_0110_jpg.rf.064e46d26dd72ebc220dfe2fdac8a3ed.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,29,46,512,512
DSC_0515_jpg.rf.05d3a59f23f684d5820a889c171fdf23.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,104,512,412
DSC_0503_jpg.rf.064efa694d8d09fb77f38c5b87bf333a.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,32,11,462,512
DSC_0378_JPG.rf.06659bf3a943fb0c1c603a4854f1d3db.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,177,129,251,179
DSC_0378_JPG.rf.06659bf3a943fb0c1c603a4854f1d3db.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,163,189,276,401
IMG_20190419_095442_jpg.rf.069ff9c2f61fc41cb570da3c9b18c319.jpg,512,512,Health,0,30,512,435
DSC_0513_jpg.rf.06705fa1455af7df1ac31ccf67484096.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,2,122,512,449
IMG_20190419_145037_jpg.rf.08fa60be4eef3e553159b3050c6fe6b7.jpg,512,512,Health,0,41,512,512
DSC_0381_JPG.rf.045c689037d83dd44f1ca161e69ea8f9.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,189,0,362,512
DSC_0121_jpg.rf.0623ad0fe9f4fdd8e6c188a5469e36a9.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,0,157,512,404
DSC_0403_JPG.rf.06b20be04deb2bd0a01ebc47a6ecc153.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,42,0,389,512
DSC_0394_jpg.rf.0975401206b40fab432aba255f21b84a.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,268,107,348,376
DSC_0307_JPG.rf.08528f6f3600348cde3c4a8006a1dd18.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,3,154,512,394
IMG_20190419_102254_jpg.rf.091e57ecb5e76fe555cba6c98575a8c7.jpg,512,512,Health,0,112,512,410
DSC_0397_JPG.rf.0a33bb684a1d263ea51c21ee40d3301f.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,0,97,506,303
DSC_0319_jpg.rf.08e75458d9ce312bfad0b1b69d7b8fd3.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,130,512,355
DSC_0513_jpg.rf.0782c2e909aba99cbbf69ffbf6f35b37.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,122,2,450,512
DSC_0319_jpg.rf.0939d4c256e42247322e2a121d4f2d88.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,130,0,355,512
DSC_0379_JPG.rf.0ba85ef721b015be2506e9e1c5479448.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,1,231,387,377
DSC_0375_JPG.rf.0a90bc0609905ac78df64e2f51bbc6ca.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,0,244,94,353
DSC_0375_JPG.rf.0a90bc0609905ac78df64e2f51bbc6ca.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,124,193,314,347
DSC_0375_JPG.rf.0a90bc0609905ac78df64e2f51bbc6ca.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,397,184,449,246
DSC_0505_jpg.rf.084762e4557d6aaf4e4a725ef695be5f.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,73,0,451,512
DSC_0401_JPG.rf.0b1fd6c7ec824aa9548a8b4ac5093c52.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,72,139,512,311
IMG_20190419_145405_jpg.rf.0a963c2c924d3f13504f357013339b89.jpg,512,512,Health,0,61,512,483
IMG_20190419_095629_jpg.rf.0e69979b36702146727f3bbe42087838.jpg,512,512,Health,24,0,512,512
Image_5_png_jpg.rf.09b1cec1a3deadb433b3829d74c32bdc.jpg,512,512,None,54,33,447,491
DSC_0312_JPG.rf.0cd9ef9c2e0a43b06b2792555f916d2c.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,99,512,343
DSC_0118_jpg.rf.0c98465ed91ef3667ce6c8b05d13ff2a.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,117,300,454,512
DSC_0118_jpg.rf.0c98465ed91ef3667ce6c8b05d13ff2a.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,108,0,409,292
DSC_0118_jpg.rf.0c98465ed91ef3667ce6c8b05d13ff2a.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,1,0,98,98
DSC_0118_jpg.rf.0c98465ed91ef3667ce6c8b05d13ff2a.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,62,113,106,153
Image_6_jpg.rf.0e007c77ec0430075367a9af4765f6ad.jpg,512,512,None,67,36,436,474
Image_31_jpg.rf.0d5f1eda483a67dfcd501e3287c275a8.jpg,512,512,None,144,131,320,447
IMG_20190419_100522_jpg.rf.0f533f913079dc98a6c16153cf5fa4e9.jpg,512,512,Health,122,0,512,512
IMG_20190419_100514_jpg.rf.0c829b0e4738931bdbfae5ef08c5de9f.jpg,512,512,Health,0,0,395,512
DSC_0366_jpg.rf.0c7d3592ed7381a6fdd4dfb1a04435e5.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,1,144,481,407
DSC_0312_JPG.rf.0e7744c50b02f1a0e60b5164bb4df05f.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,169,512,413
DSC_0104_jpg.rf.0cf86d52637523eefba515082fcb54c5.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,1,164,512,512
DSC_0319_jpg.rf.0fca5849572c4ebeb6b44f1300e47566.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,158,0,383,512
DSC_0376_JPG.rf.0fc984370e68bb36fb33daf36d5b08fc.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,0,186,412,364
DSC_0307_JPG.rf.107fdbffc4175317e42c664a0dc692b4.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,118,3,358,512
IMG_20190419_145430_jpg.rf.0feec2838f0d14aa622b5845e00057f9.jpg,512,512,Health,5,0,512,512
Image_3_jpg.rf.0fc63beca8d38b67d2e20beca61debce.jpg,512,512,None,9,64,504,448
IMG_20190419_145011_jpg.rf.105f83a65981d5df89452b218b9e8cfe.jpg,512,512,Health,0,103,512,371
Image_9_jpg.rf.0f46d4db93752c3c362f9dceeda590cf.jpg,512,512,None,7,65,272,437
Image_35_jpg.rf.107b49d6d484d8f974680185ca8b6764.jpg,512,512,None,57,124,479,418
DSC_0370_jpg.rf.1256607000be84278fd4059ff6b8d28f.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,162,186,365,328
IMG_20190419_114438_jpg.rf.1304cc0b23970d8590091ea93e0ec973.jpg,512,512,Health,111,0,326,512
DSC_0111_jpg.rf.11f3e9d4b85378c70a311d25e063cd2f.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,0,0,512,512
IMG_20190419_145312_jpg.rf.11a45e7f009efe66fbc00c39b725b3e8.jpg,512,512,Health,52,0,468,512
Image_7_jpg.rf.13058c608124262f9498c71fa9c072c0.jpg,512,512,None,138,123,512,426
DSC_0107_jpg.rf.1342842a109849818b70d71081e250f5.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,0,190,512,512
DSC_0380_JPG.rf.13315dcec43f0d1c2711d0cddf0022b0.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,198,217,435,335
IMG_20190419_114438_jpg.rf.101b32be454106163d1e3d60ce477edb.jpg,512,512,Health,0,186,512,402
DSC_0380_JPG.rf.13c940c599aa17ebbac1bb5fac6d9738.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,177,77,295,314
DSC_0385_jpg.rf.11b4425b9a0a5e36d78f4345d36cba4f.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,245,181,397,427
IMG_20190419_145011_jpg.rf.137bc23aae46a36849d3aea26b57f273.jpg,512,512,Health,0,142,512,410
Image_6_jpg.rf.14c006514124d70c4038944d4f8347c0.jpg,512,512,None,77,39,446,477
DSC_0373_JPG.rf.166c0fabf335c9bb0a794bf4d4add6f3.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,1,166,128,252
DSC_0373_JPG.rf.166c0fabf335c9bb0a794bf4d4add6f3.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,317,245,497,317
DSC_0388_JPG.rf.13145a6ad2fe60ef53044139529b664d.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,259,0,406,512
DSC_0304_JPG.rf.1473e380e25d04012bf5e5cee350bd99.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,158,0,393,512
DSC_0110_jpg.rf.13c93ecb22ed3a925ebc6876f62bf4e1.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,0,45,483,512
DSC_0319_jpg.rf.14d1596ab8ae2e9e32944fedbb0630ed.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,130,0,355,512
DSC_0379_JPG.rf.1630f58759b4181570f2884bf9e4f6c2.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,1,231,387,377
Image_5_png_jpg.rf.16a4ffe8d746f895be099b376334f76a.jpg,512,512,None,54,33,447,491
DSC_0390_JPG.rf.143eb0f19c2a20957d54e0cc4bfca190.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,278,2,429,512
DSC_0512_jpg.rf.151912485003177af88e5f5b60a80986.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,118,512,404
DSC_0314_JPG.rf.151a533db4043a1e6fb4e4420f863040.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,166,512,328
DSC_0395_JPG.rf.151fdc4fa9851ec75490b3de0ba4f795.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,198,53,332,510
Image_34_jpg.rf.12addbbf29c1176929665737bffff1ce.jpg,512,512,None,41,22,499,490
DSC_0316_JPG.rf.17145caef944aeb789aab21b7798c653.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,135,512,433
DSC_0372_JPG.rf.158001b9c0c515591e7e09b580ffdfcf.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,1,139,510,363
IMG_20190419_115237_jpg.rf.14909a070eeb0226e350aa360aef2116.jpg,512,512,Health,0,0,474,512
Image_7_jpg.rf.1780ecdc85dd725c3d913c0d2e53d444.jpg,512,512,None,123,138,426,512
DSC_0703_JPG.rf.1780bb226d660219e895b907c03d7eea.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,0,198,512,406
DSC_0367_JPG.rf.17cca39cedd2b01edac13ca5ba892c24.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,148,200,360,396
IMG_20190419_115453_jpg.rf.17510bd5525938c0fbc7d265f23673f1.jpg,512,512,Health,0,75,505,445
IMG_20190419_145037_jpg.rf.185900cb8ddf8ae1c3465edf837e1579.jpg,512,512,Health,41,0,512,512
DSC_0316_JPG.rf.17ead5e16ddfce67568a91b39a45811a.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,79,512,377
Image_32_jpg.rf.1a2039009b9601bc7febfe501a4b0a43.jpg,512,512,None,51,11,334,509
Image_7_jpeg_jpg.rf.1793cbf88d841addacfa454e937e228c.jpg,512,512,None,135,0,382,483
DSC_0320_JPG.rf.18a4fb97f9c0abd37bdfeb3fecfd0409.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,121,8,439,512
DSC_0329_jpg.rf.18618a5c4551b2bead35ec0a8b3b053b.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,148,73,317,317
DSC_0329_jpg.rf.18618a5c4551b2bead35ec0a8b3b053b.jpg,512,512,Bercak Coklat -Helminthosporium oryzae-,196,342,362,415
DSC_0403_JPG.rf.174208ab6f5b71fc1093fbd0fba1a478.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,0,124,512,471
Image_33_jpg.rf.18ad94bafe04cda880d44830cd6b804f.jpg,512,512,None,5,27,503,450
Image_8_jpg.rf.18fa4a98915dc817fc77d5622dfb84d8.jpg,512,512,None,111,8,395,495
DSC_0405_JPG.rf.188d3494d801026b3ea6dbdea386c34f.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,101,0,425,512
IMG_20190419_134553_jpg.rf.19821d6b55af5618f942ce3761274cf9.jpg,512,512,Health,65,0,434,512
DSC_0701_jpg.rf.18c2ec1003887ecc12ad55f01bf0cbd1.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,148,0,380,512
IMG_20190419_134629_jpg.rf.1d890568ae62e7ae5483be18762340ee.jpg,512,512,Health,74,0,464,512
DSC_0316_JPG.rf.1d0bbfbb9c845a55c0831ee8b72b8b50.jpg,512,512,Bercak Daun -Ustilaginoidea virens-,0,135,512,433
IMG_20190419_114438_jpg.rf.1dc04c75159d4e6b32018d0904adaf03.jpg,512,512,Health,111,0,327,512
DSC_0372_JPG.rf.1a4857fcb10019adb024b2c8d4511635.jpg,512,512,Hawar Daun Bakteri -Xanthomonas oryzae-,150,2,374,511
IMG_20190419_115453_jpg.rf.1ad846434e1b778f1ecf8a01bf5dada8.jpg,512,512,Health,7,75,512,445
IMG_20190419_145430_jpg.rf.1ae09eaa25935dc75a191e275c892f8e.jpg,512,512,Health,5,0,512,512
